date;heure;fuseau;compte;type;legende;medias;lien;commentaire;campagne
2026-09-09;12:30;Europe/Paris;Mon Artifice (facebook);carousel;"Les quatre questions qui reviennent le plus — et les réponses courtes.

⏱️ « Ça dure combien de temps ? »
Moins que vous ne croyez, et c'est normal. Un feu de 2 minutes bien construit marque davantage qu'un feu de 5 minutes qui s'étire. La densité compte plus que la durée : c'est le rythme qu'on retient, pas le chronomètre.

📋 « Est-ce que j'ai le droit ? »
Ça dépend de trois choses : la catégorie du produit, le lieu, et la taille de l'événement. Dans le doute, appelez votre mairie — c'est gratuit et ça prend cinq minutes.

📏 « Il faut combien de recul ? »
Ça se joue en mètres, pas au feeling, et c'est indiqué sur chaque produit. On y consacre une publication détaillée dans quelques jours.

🌦️ « Et s'il pleut ? »
La pluie n'est pas le vrai sujet — le vent, si. On vous explique pourquoi à la fin du mois.

Et vous, c'est quoi votre question ? Posez-la en commentaire : on répond à tout le monde, gratuitement et sans engagement.

#artificier #feudartifice #MonArtifice";2026-09-09-communaute-questions-frequentes-01.jpg,2026-09-09-communaute-questions-frequentes-02.jpg,2026-09-09-communaute-questions-frequentes-03.jpg,2026-09-09-communaute-questions-frequentes-04.jpg,2026-09-09-communaute-questions-frequentes-05.jpg,2026-09-09-communaute-questions-frequentes-06.jpg;;On répond à toutes les questions posées ici, même celles qui vous paraissent bêtes. Elles ne le sont jamais, et ce sont souvent celles-là qui servent au plus grand monde.;Mon Artifice — Septembre 2026
2026-09-09;12:30;Europe/Paris;Mon Artifice (instagram);carousel;"Les quatre questions qui reviennent le plus, et les réponses courtes.

« Ça dure combien de temps ? »
Moins que vous ne croyez, et c'est normal. Un feu de 2 minutes bien construit marque plus qu'un feu de 5 minutes qui traîne. La densité compte plus que la durée.

« Est-ce que j'ai le droit ? »
Ça dépend de la catégorie, du lieu et de la taille de l'événement. Dans le doute : votre mairie, c'est gratuit et ça prend cinq minutes.

« Il faut combien de recul ? »
Ça se joue en mètres, pas au feeling. C'est écrit sur chaque produit. On en reparle en détail très bientôt.

« Et s'il pleut ? »
La pluie n'est pas le vrai sujet. Le vent, si. On y consacre une publication à la fin du mois.

Votre question, c'est laquelle ? Posez-la en commentaire, on répond à tout le monde 👇";2026-09-09-communaute-questions-frequentes-01.jpg,2026-09-09-communaute-questions-frequentes-02.jpg,2026-09-09-communaute-questions-frequentes-03.jpg,2026-09-09-communaute-questions-frequentes-04.jpg,2026-09-09-communaute-questions-frequentes-05.jpg,2026-09-09-communaute-questions-frequentes-06.jpg;;#MonArtifice #artificier #feudartifice #pyrotechnie #questionsreponses #conseils #feuxdartifice #reglementation #securite #evenement #mariage #artificierprofessionnel #france #savoirfaire;Mon Artifice — Septembre 2026
2026-09-14;19:00;Europe/Paris;Mon Artifice (facebook);carousel;"8 mètres ou 25 mètres ? La différence n'est pas un détail.

Sur notre catalogue, la règle est simple :

📏 Un produit de catégorie F2 demande 8 mètres de distance de sécurité.
📏 Un produit de catégorie F3 en demande 25 mètres.

Trois fois plus. Et beaucoup de gens le découvrent le jour J, une fois le produit acheté et le terrain déjà trop petit.

Trois choses à savoir en complément :

🧭 La distance se mesure dans toutes les directions, pas uniquement face au public.
🌬️ Elle ne suffit pas à elle seule : le vent, les arbres, les fils électriques et les toitures comptent autant.
📋 La notice du produit fait foi. Toujours, sans exception.

Notre conseil : avant même de regarder la durée ou le nombre de coups, mesurez votre terrain. C'est le premier critère de choix, et de loin.

#securite #feudartifice #MonArtifice";2026-09-14-pedagogie-distances-securite-01.jpg,2026-09-14-pedagogie-distances-securite-02.jpg,2026-09-14-pedagogie-distances-securite-03.jpg,2026-09-14-pedagogie-distances-securite-04.jpg,2026-09-14-pedagogie-distances-securite-05.jpg;;Le chiffre est écrit sur chaque produit. S'il n'y est pas, ou s'il est illisible : ne l'achetez pas.;Mon Artifice — Septembre 2026
2026-09-14;19:00;Europe/Paris;Mon Artifice (instagram);carousel;"8 mètres ou 25 mètres. La différence n'est pas un détail.

Sur notre catalogue, c'est très simple :
→ Un produit F2 demande 8 mètres de distance de sécurité
→ Un produit F3 en demande 25 mètres

Trois fois plus. Et beaucoup de gens découvrent ça le jour J, une fois le produit acheté.

Ce qu'il faut savoir en plus :

→ Elle se mesure dans toutes les directions, pas seulement face au public
→ Elle ne suffit pas à elle seule : regardez le vent, les arbres, les fils électriques, les toitures
→ La notice du produit fait foi. Toujours.

Avant d'acheter, mesurez votre terrain. C'est le vrai critère de choix, avant la durée et avant le nombre de coups.

Enregistrez 🔖";2026-09-14-pedagogie-distances-securite-01.jpg,2026-09-14-pedagogie-distances-securite-02.jpg,2026-09-14-pedagogie-distances-securite-03.jpg,2026-09-14-pedagogie-distances-securite-04.jpg,2026-09-14-pedagogie-distances-securite-05.jpg;;#MonArtifice #securite #feudartifice #pyrotechnie #conseilexpert #reglementation #artificier #bonasavoir #evenementiel #prevention #feuxdartifice #france #distancedesecurite;Mon Artifice — Septembre 2026
2026-09-21;19:00;Europe/Paris;Mon Artifice (facebook);carousel;"F2, F3 : ces lettres sur les boîtes, ce n'est pas du marketing.

C'est ce qui détermine où vous pourrez tirer votre feu. Et c'est la toute première chose à regarder — avant la durée, avant le nombre de coups, avant le prix.

🟢 F2 → 8 mètres de distance de sécurité. Ça passe dans la majorité des jardins.

🔴 F3 → 25 mètres. Il vous faut un vrai terrain dégagé. C'est plus puissant, ça monte plus haut, c'est plus impressionnant — mais totalement inutilisable si vous n'avez pas la place.

L'erreur qu'on voit le plus souvent : choisir un F3 pour la puissance, et découvrir le jour J qu'on ne peut pas le tirer en sécurité.

Le bon ordre est celui-ci : je mesure mon terrain → j'en déduis ma catégorie → je choisis ma durée.

Pour les règles précises applicables à votre situation, référez-vous à la notice du produit et à la réglementation en vigueur. En cas de doute, écrivez-nous. 🔖

#feudartifice #reglementation #MonArtifice";2026-09-21-pedagogie-f2-ou-f3-01.jpg,2026-09-21-pedagogie-f2-ou-f3-02.jpg,2026-09-21-pedagogie-f2-ou-f3-03.jpg,2026-09-21-pedagogie-f2-ou-f3-04.jpg;;La question à se poser n'est pas « lequel est le plus impressionnant », c'est « combien de recul j'ai vraiment ». Mesurez avant de choisir, pas après.;Mon Artifice — Septembre 2026
2026-09-21;19:00;Europe/Paris;Mon Artifice (instagram);carousel;"F2, F3 : ces lettres sur les boîtes, ce n'est pas du marketing.

C'est ce qui détermine où vous pourrez tirer. Et c'est la première chose à regarder — avant la durée, avant le nombre de coups.

F2 → 8 mètres de distance de sécurité. Ça passe dans la majorité des jardins.

F3 → 25 mètres. Il vous faut un vrai terrain dégagé. Plus puissant, plus haut, plus impressionnant — mais inutilisable si vous n'avez pas la place.

L'erreur classique : choisir un F3 pour la puissance, et découvrir le jour J qu'on ne peut pas le tirer.

Le bon ordre : je mesure mon terrain → j'en déduis ma catégorie → je choisis ma durée.

Enregistrez ce post 🔖";2026-09-21-pedagogie-f2-ou-f3-01.jpg,2026-09-21-pedagogie-f2-ou-f3-02.jpg,2026-09-21-pedagogie-f2-ou-f3-03.jpg,2026-09-21-pedagogie-f2-ou-f3-04.jpg;;#MonArtifice #feudartifice #reglementation #securite #pyrotechnie #conseilexpert #bonasavoir #artificier #categorief2 #categorief3 #feuxdartifice #france #prevention;Mon Artifice — Septembre 2026
2026-09-27;11:00;Europe/Paris;Mon Artifice (facebook);photo;"On a une demande à vous faire.

Vous avez tiré un feu d'artifice cet été ? Envoyez-nous votre vidéo, en message privé ou en nous identifiant dans votre publication.

On republiera les plus belles — avec votre accord, évidemment, et toujours en vous créditant.

Pourquoi ? Parce qu'une vidéo tournée par vous, dans un vrai jardin, un vrai soir de fête, avec les vrais cris des invités, vaut mille fois mieux que n'importe quelle image de catalogue.

C'est votre feu, votre moment. Montrez-le nous. 🎆

#feudartifice #MonArtifice #communaute";2026-09-27-communaute-appel-ugc.jpg;;Envoyez-nous vos vidéos même ratées, même filmées à l'arrache, même trop sombres. Ce sont souvent les meilleures.;Mon Artifice — Septembre 2026
2026-09-27;11:00;Europe/Paris;Mon Artifice (instagram);photo;"On a une demande.

Vous avez tiré un feu d'artifice cet été ? Envoyez-nous la vidéo.

En message privé, ou en nous identifiant. On republie les plus belles — avec votre accord, évidemment, et toujours en vous créditant.

Pourquoi : parce qu'une vidéo tournée par vous, dans un vrai jardin, un vrai soir de fête, avec les vrais cris des invités, vaut mille fois mieux que n'importe quelle image de catalogue.

C'est votre feu. Montrez-le 🎆";2026-09-27-communaute-appel-ugc.jpg;;#MonArtifice #feudartifice #vosvideos #communaute #feuxdartifice #artificier #partagez #souvenirs #ete2026 #evenementiel #france #merci;Mon Artifice — Septembre 2026
2026-09-28;19:00;Europe/Paris;Mon Artifice (facebook);carousel;"« Et s'il pleut le jour J ? »

La question revient à chaque fois — et la réponse surprend souvent.

🌧️ La pluie n'est pas le pire ennemi. Une pluie fine est généralement gérable, à condition que le produit ait été stocké au sec et reste protégé jusqu'au moment du tir.

🌬️ Le vent est le vrai facteur limitant. C'est lui qui décide si le feu part ou non, bien plus que la pluie.

⛈️ L'orage : on ne tire pas. Jamais. On reporte, sans discussion.

Le bon réflexe dès la commande : stocker au sec, à plat et à l'abri, et avoir une date de repli en tête dès le départ.

Un feu d'artifice, ça se reporte très bien. Ça ne s'improvise pas. 🔖

#feudartifice #securite #MonArtifice";2026-09-28-pedagogie-et-sil-pleut-01.jpg,2026-09-28-pedagogie-et-sil-pleut-02.jpg,2026-09-28-pedagogie-et-sil-pleut-03.jpg,2026-09-28-pedagogie-et-sil-pleut-04.jpg;;La vraie question n'est jamais la pluie, c'est le vent. Une averse, ça se gère. Un vent de travers, on annule.;Mon Artifice — Septembre 2026
2026-09-28;19:00;Europe/Paris;Mon Artifice (instagram);carousel;"« Et s'il pleut le jour J ? »

La question revient tout le temps, et la réponse surprend souvent.

→ La pluie n'est pas le pire ennemi. Une pluie fine est généralement gérable si le produit a été stocké au sec et reste protégé jusqu'au tir.

→ Le vent est le vrai facteur limitant. C'est lui qui décide, pas la pluie.

→ L'orage : on ne tire pas. Jamais. On reporte.

Le bon réflexe dès la commande : stocker au sec, à plat, à l'abri — et avoir une date de repli en tête.

Un feu d'artifice, ça se reporte très bien. Ça ne s'improvise pas.

Enregistrez 🔖";2026-09-28-pedagogie-et-sil-pleut-01.jpg,2026-09-28-pedagogie-et-sil-pleut-02.jpg,2026-09-28-pedagogie-et-sil-pleut-03.jpg,2026-09-28-pedagogie-et-sil-pleut-04.jpg;;#MonArtifice #feudartifice #securite #meteo #conseilexpert #pyrotechnie #bonasavoir #artificier #organisationevenement #prevention #feuxdartifice #france;Mon Artifice — Septembre 2026
